Feature	S9_Z05
sgk2	5.89423
sgk3	0
sgk494	0
sgl	0
sglt	2737.292009999999
sgms1	0
sgms2	0
sgpl	14.77263
sgpl1	3.57087
sgpp1	0
sgpp2	0
sgr1	0
sgrr	0
sgs1	0
sgs3	0
sgsh	3.40668
sgsm1	0
sgsm2	0
sgsm3	7.72674
sgt	0
sgt1	9.97999
sgt2	7.36944
sgta	0
sgtb	6.8444
sh2d3a	0
sh2d4a	0
sh2d4b	0
sh2d5	0
sh3bp1	0
sh3bp2	0
sh3bp5	0
sh3bp5l	17.08114
sh3d19	0
sh3d21	0
sh3gl1	0
sh3gl2	0
sh3gl3	0
sh3glb1	0
sh3glb2	0
sh3kbp1	6.53487
sh3pxd2a	0
sh3pxd2b	0
sh3rf1	0
sh3rf2	0
sh3rf3	0
sh3tc2	0
sh3yl1	0
shakb	0
shank1	0
shank2	0
shank3	0
sharpin	0
shaw	0
shb17	0
shbg	0
shc	143.23176999999998
shc-1	0
shc1	0
shc-2	23.491979999999998
shc3	0
shcbp1l	0
she3	0
she4	0
she9	0
sheta	0
shfm1	0
shh	0
shi	0
shia	0
shk-1	0
shkbp1	0
shla	0
shlb	0
shm1	0
shm2	11.8682
shmt1	0
shmt2	0
shmt-l	4.11189
shmt-s	0
shn	0
sho1	0
shoc2	0
shox2	0
shp	13.1285
shp1	0
shpi	0
shpk	0
shprh	7.31393
shq1	0
shroom2	0
shroom3	0
shsp	0
shy1	276.075
si	0
sia1	0
siaa	0
siab	9.44343
siae	13.8427
siah1	0
siah2	0
siam	3.29933
siap	10.69041
siap_2	0
siat	0
siat_1	0
siat_3	26.104609999999997
siat_4	0
siat_7	0
sica	0
sicp	0
sidb	0
sidc	0
sidd	31.300069999999998
side	25.8986
sidf	0
sidt1	0
sidt2	0
sif3	0
sig10	0
sig20	0
sig3	5.59434
sig46	0
sig49	0
sig51	0
siga	840.3862999999997
sigb	3.92542
sigc	53.95148
sigd	30.8633
sige	759.2765599999999
sige1	0
sige5	0
sigf	63.3517
sigg	803.9913399999997
sigh	210.50296
sigi	10.2447
sigj	0
sigk	144.14318
sigk_1	0
sigl	14.66134
siglec1	0
siglec10	0
sigm	44.13761
sigmar1	0
sigr	14.173
sigr_3	352.4760599999999
sigs	0
sigv	86.76730999999998
sigw	228.34054999999998
sigw1	0
sigw11	19.373130000000003
sigw15	0
sigw5	17.053259999999998
sigw7	0
sigw9	0
sigx	6.90288
sigx_2	0
sigy	552.90189
sigz	0
siib	0
siid	0
sik1	0
sik2	4.31373
sik3	0
sil1	0
silp	128.49887999999999
sils	0
sim1	0
sin3	0
sin3a	0
sin3b	0
sin4	0
sini	0
sinim	0
sinr	81.23427
sip	8.88516
sip3	0
sip5	0
sipa	52.61648
sipa1l1	0
sipa1l2	0
sipc	0
sipm	0
sips	0
sips3	4.44629
sipt	17.119100000000003
sipv	0
sipw	0
sipz	0
sir	362.48130000000003
sir1	5.52566
sir2	2.08532
sir-2.4	0
sir2rp1	0
sir2rp2	0
sir2rp3	0
sira	266.60472
sirb	29.06045
sirb2	16.2625
sirc	43.345969999999994
sirpb1	0
sirr	1892.3786599999994
sirt1	0
sirt2	0
sirt3	0
sirt4	21.649549999999998
sirt5	0
sirt6	0
sirt7	0
sis1	0
sis2	0
sit1	0
sit4	0
sita	683.6692400000001
sitb	460.99845999999997
sitc	443.93464
sitd	340.72389
siw14	5.84722
six1	0
six2	0
six3	0
six4	0
six5	0
six6	0
sixa	3467.0175599999984
sixa1	29.04978
sixa-2	0
siz1	0
sk	0
sk2	0
ska1	0
skap1	0
skfd	0
skfe	0
ski	0
ski2	40.22937
ski3	25.50084
ski6	24.020490000000002
ski8	0
skip16	3.2415
skip5	0
skiv2l	8.73549
skiv2l2	0
skn7	0
sko1	0
skp	1981.04059
skp1	0
skp2	0
sks1	0
sky1	0
sla1	0
sla2	0
slbp	4.47778
slc1	17.37072
slc10a1	0
slc10a2	0
slc10a3	0
slc10a4	0
slc10a5	0
slc10a6	0
slc10a7	0
slc11a1	0
slc11a2	0
slc12a1	0
slc12a2	4.28518
slc12a3	4.57576
slc12a4	0
slc12a5	0
slc12a6	0
slc12a7	0
slc12a8	0
slc12a9	0
slc13a1	0
slc13a2	0
slc13a3	0
slc13a4	0
slc13a5	0
slc14a1	0
slc14a2	0
slc15a1	0
slc15a2	0
slc15a4	0
slc16a1	0
slc16a10	0
slc16a11	0
slc16a12	0
slc16a13	0
slc16a14	0
slc16a2	0
slc16a3	0
slc16a4	0
slc16a5	18.45988
slc16a6	0
slc16a7	0
slc16a8	0
slc16a9	0
slc17a1	0
slc17a2	0
slc17a3	0
slc17a4	12.633
slc17a5	0
slc17a6	0
slc17a7	0
slc17a8	0
slc17a9	186.50485
slc18a1	0
slc18a3	0
slc18b1	0
slc19a1	0
slc19a2	0
slc1a1	0
slc1a2	8.15263
slc1a3	0
slc1a4	0
slc1a5	0
slc1a6	0
slc1a7	0
slc20a1	0
slc20a2	0
slc22a1	0
slc22a10	0
slc22a11	0
slc22a12	0
slc22a13	0
slc22a14	0
slc22a15	0
slc22a16	0
slc22a18	0
slc22a2	0
slc22a20	0
slc22a24	0
slc22a3	0
slc22a31	0
slc22a4	0
slc22a5	0
slc22a6	0
slc22a7	0
slc22a8	0
slc22a9	0
slc23a1	0
slc23a2	4.39144
slc23a3	0
slc24a1	0
slc24a2	0
slc24a3	0
slc24a4	0
slc24a5	14.406600000000001
slc25a1	0
slc25a10	0
slc25a11	2.17329
slc25a12	0
slc25a13	0
slc25a14	0
slc25a15	6.29939
slc25a16	0
slc25a17	5.48429
slc25a18	0
slc25a19	7.0075
slc25a2	0
slc25a20	2.48901
slc25a21	0
slc25a22	0
slc25a23	0
slc25a24	0
slc25a25	0
slc25a26	0
slc25a27	0
slc25a28	0
slc25a29	11.6465
slc25a3	2.65341
slc25a30	0
slc25a31	0
slc25a32	0
slc25a33	0
slc25a34	14.27036
slc25a35	0
slc25a36	0
slc25a37	0
slc25a38	0
slc25a39	0
slc25a4	0
slc25a40	0
slc25a41	0
slc25a42	7.59698
slc25a43	0
slc25a44	0
slc25a45	0
slc25a46	0
slc25a47	0
slc25a48	0.954186
slc25a5	0
slc25a51	0
slc25a54	2.69727
slc25a6	0
slc26a1	0
slc26a10	0
slc26a11	0
slc26a2	0
slc26a3	0
slc26a4	0
slc26a5	0
slc26a6	0
slc26a7	0
slc26a9	0
slc27a1	0
slc27a2	6.00737
slc27a3	0
slc27a4	0
slc27a5	3.76157
slc27a6	2.14172
slc28a1	0
slc28a2	0
slc28a3	0
slc29a1	0
slc29a2	0
slc29a3	0
slc29a4	0
slc2a1	0
slc2a10	0
slc2a11	0
slc2a11b	0
slc2a12	0
slc2a13	0
slc2a15b	0
slc2a2	0
slc2a3	0
slc2a4	0
slc2a4rg	0
slc2a5	0
slc2a6	0
slc2a7	0
slc2a8	0
slc2a9	0
slc30a1	0
slc30a10	0
slc30a2	0
slc30a3	0
slc30a4	0
slc30a5	0
slc30a6	0
slc30a7	0
slc30a8	0
slc30a9	4.7735
slc31a1	0
slc31a2	0
slc32a1	0
slc33a1	3.9621
slc34a1	0
slc34a2	6.11028
slc34a3	0
slc35a1	0
slc35a2	0
slc35a3	2.89407
slc35a4	0
slc35a5	0
slc35b1	0
slc35b2	0
slc35b3	7.23165
slc35b4	0
slc35c1	0
slc35c2	0
slc35d1	0
slc35d2	0
slc35d3	0
slc35e1	0
slc35e2b	0
slc35e3	0
slc35e4	0
slc35f1	15.9165
slc35f2	0
slc35f4	0
slc35f5	0
slc35f6	0
slc35g1	28.64874
slc36a1	0
slc36a2	0
slc36a3	0
slc36a4	0
slc37a1	0
slc37a2	2.89237
slc37a3	0
slc37a4	0
slc38a1	0
slc38a10	0
slc38a11	0
slc38a2	0
slc38a3	0
slc38a4	0
slc38a5	0
slc38a6	0
slc38a7	0
slc38a8	0
slc38a9	0
slc39a1	0
slc39a10	0
slc39a11	0
slc39a12	0
slc39a13	0
slc39a14	0
slc39a2	0
slc39a3	0
slc39a4	0
slc39a5	0
slc39a6	0
slc39a7	62.5806
slc39a8	0
slc39a9	23.61103
slc3a1	0
slc3a2	0
slc40a1	0
slc41a1	0
slc41a2	0
slc43a1	0
slc43a2	0
slc43a3	0
slc44a1	0
slc44a2	0
slc44a3	0
slc44a4	0
slc44a5	0
slc45a1	0
slc45a2	0
slc45a3	0
slc45a4	0
slc46a1	0
slc46a2	0
slc46a3	0
slc47a1	3.68293
slc47a2	0
slc48a1	0
slc4a1	0
slc4a10	0
slc4a11	0
slc4a1ap	0
slc4a2	0
slc4a3	9.71524
slc4a4	0
slc4a5	0
slc4a7	0
slc4a8	0
slc4a9	0
slc50a1	2.13728
slc51a	0
slc52a3	0
slc5a1	0
slc5a10	0
slc5a11	10.2749
slc5a12	0
slc5a2	0
slc5a3	18.2823
slc5a4	10.3675
slc5a5	0
slc5a6	0
slc5a7	0
slc5a8	0
slc5a9	0
slc6a1	0
slc6a12	0
slc6a13	0
slc6a14	0
slc6a15	0
slc6a16	0
slc6a17	0
slc6a18	0
slc6a19	0
slc6a2	0
slc6a20	0
slc6a3	0
slc6a4	0
slc6a5	0
slc6a6	0
slc6a7	0
slc6a8	0
slc6a9	0
slc7a1	0
slc7a10	0
slc7a11	0
slc7a13	0
slc7a14	0
slc7a2	0
slc7a3	0
slc7a4	0
slc7a5	0
slc7a6	71.4031
slc7a7	0
slc7a8	0
slc7a9	0
slc8a1	0
slc8a2	0
slc8a3	0
slc8b1	0
slc9a1	0
slc9a2	0
slc9a3	0
slc9a3r1	0
slc9a3r2	0
slc9a4	0
slc9a5	0
slc9a6	0
slc9a7	0
slc9a8	0
slc9a9	0
slc9b1	0
slc9b2	0
slc9c1	25.2154
slco1b3	0
slco1c1	0
slco2a1	0
slco2b1	0
slco4a1	0
slco4c1	0
slco5a1	0
sld	2.67079
sld5	0
slda	12.08833
sldc	0
sle1	0
sleb	2713.9081200000005
sleb3	0
slec	0
slfn11	0
slfn14	0
slfnl1	2.80161
slirp	0
slit1	0
slit2	0
slit3	0
slitrk2	7.83939
slk	0
sll0832	35.2877
sll1284	679.89329
sll1405	0
sll1424	42.897969999999994
sll1485	0
sll1486	0
slm2	0
slm5	0
slma	1735.0071299999997
slmap	0
slmo2	0
sln1	0
slo	0
slp	6.25176
slp1	0
slp2	0
slpd	8.1695
slr0815	43.15543
slr1215	0
sls	0
slsa	0
slt	4562.568720000002
slt11	0
sltm	0
slty	0
slu7	11.61218
slx1	7.773
slx1a	0
slx4	0
slx4ip	0
sly1	0
slya	37.0782
slya1	0
slya3	0
slyb	583.22888
slyd	1902.2666600000002
slyd1	420.52439999999996
slyx	1220.04655
sma-9	0
smad1	0
smad2	0
smad3	0
smad4	0
smad5	0
smad7	0
smap1	0
smap2	0
smarca1	0
smarca2	0
smarca4	4.82631
smarca5	0
smarcad1	0
smarcal1	6.74038
smarcb1	0
smarcc1	0
smarcc2	0
smarcd1	0
smarcd2	0
smarcd3	0
smarce1	0
smb1	0
smc	8564.365670000008
smc1	0
smc1a	0
smc1b	0
smc2	4.47988
smc3	6.28185
smc4	0
smc5	0
smc6	8.07688
smchd1	0
smco4	0
smd1	0
smd2	0
smd3	0
smdt1	0
smeb	0
smek2	0
smer	0
smes	0
smf	688.0730600000002
smf1	0
smf3	0
smg	808.05418
smg1	0
smg5	0
smg6	0
smg7	0
smg8	0
smg9	0
smgl-2	0
smi1	0
smid	0
smim13	0
smim30	0
smim4	0
smim7	0
smim8	0
smla	0
smn1	0
smndc1	0
smo	0
smo2-2	3.20683
smoc	14.786999999999999
smoc1	0
smoc2	0
smoe	1020.7800399999999
smof	1098.0674700000002
smog	1121.0649800000006
smok	143.2339
smok2a	0
smom	0
smos	8.67225
smox	0
smp	5.42535
smp3	0
smpa	0
smpb	9784.97027
smpd1	0
smpd2	0
smpd3	0
smpd4	0
smpd5	0
smpdl3a	0
smpdl3b	0
smra	4079.340820000002
sms	0
smt1	9.60558
smt2	3.27426
smt2-1	0
smt3	0
smta	1401.80584
smtb	14.8449
smtn	0
smtnl1	7.25542
smu1	6.80067
smug	47.222139999999996
smug1	470.94345999999996
smurf1	0
smurf2	0
smva	0
smy2	11.02736
smyd1	0
smyd2	0
smyd3	0
smyd4	0
smyd5	0
sn15_13775	205.0885
snai2	0
snap23	0
snap25	0
snap29	0
snap30	0
snap47	0
snapc1	0
snapc3	0
snapc4	0
snapin	0
snata	0
snc2	0
sncaip	0
snd1	11.174240000000001
sndh	12.3089
sned1	0
snf	37.150549999999996
snf1	0
snf1-like	19.30402
snf2	0
snf21	0
snf3	0
snf4	0
snf5	0
snf7	0
snf8	0
sni	45.755269999999996
snip1	0
snm_2	0
snmp1	0
sno	0
sno1	0
snoro	0
snq2	0
snrk	0
snrk2.1	0
snrk2.3	0
snrk2.4	0
snrk2.7	0
snrnp	0
snrnp200	9.899460000000001
snrnp27	5.40157
snrnp35	0
snrnp40	21.30961
snrnp70	0
snrnp70k	0
snrpa	0
snrpa1	4.3536
snrpb	4.44898
snrpb2	0
snrpc	0
snrpd1	1.85471
snrpd2	0
snrpd3	0
snrpe	0
snrpf	0
snrpg	4.63398
snt1	0
snt2	0
sntb1	0
sntg1	0
snu114	0
snu13	0
snu23	0
snu71	0
snupn	0
snw1	3.61586
snx1	0
snx10	0
snx13	4.52853
snx14	0
snx15	0
snx16	0
snx17	0
snx18	0
snx19	0
snx2	0
snx20	0
snx21	0
snx22	0
snx24	0
snx25	0
snx27	0
snx29	0
snx3	0
snx30	0
snx33	0
snx4	0
snx5	0
snx-6	0
snx6	0
snx7	0
snx8	0
snx9	0
snz1	521.68237
so1372	5.4041
so1611	5.84547
so1618	0
so1991	163.30642
so2179	20.07809
so2241	0
so2360	0
so2839	130.7993
so2891	0
so3132	0
so3571	0
so3905	0
so4011	84.83088000000001
so4504	0
so4716	0
soat1	0
sobir1	0
soc1	0
socc	466.92062000000004
socs2	0
socs5	0
sod	20.30351
sod1	48.25708
sod2	34.4219
sod22	0
sod3	0
sod4	0
soda	3009.7209800000014
sodb	1594.7402200000001
sodb1	0
sodb2	0
sodc	1349.1797100000001
sodc1	0
sodc2	0
sodcp	92.37035
sodf	0
sodit	0
sodm	0
sodn	1030.41787
sof1	7.2418
sog2	0
soga3	0
soh1	6.37165
soha	0
sohb	4374.54115
soj	3760.7995600000027
soj_1	0
soj1	0
soj_2	0
sok1	0
sol1	0
sola	536.18014
solr	0
son	0
sop2	0
sopb	0
sor	0
sora	7.96888
sorb	0
sorbs1	0
sorbs2	0
sorbs3	0
sorc	0
sorc1	0
sorc2	0
sorcs1	0
sorcs2	0
sorcs3	0
sord	8.69021
sore	12.2145
sorl1	0
sort1	0
sos1	9.63786
sos2	0
sotb	0
sou1	0
sou2	0
sowaha	0
sowahb	0
sowahc	0
sowahd	0
sox1	0
sox10	0
sox11	0
sox12	0
sox13	0
sox14	0
sox15	0
sox17	0
sox18	0
sox2	0
sox21	0
sox30	0
sox4	0
sox6	0
sox7	0
sox8	0
soxa	8367.845310000002
soxa1	4.15281
soxa2	1396.3593500000004
soxa4	181.37862
soxb	4633.289010000002
soxb_1	111.57826
soxb1	471.27195
soxb_2	0
soxb2	3422.81648
soxb3	851.74486
soxc	939.6108500000001
soxd	6607.0773999999965
soxd_2	365.02196000000004
soxd2	2625.48618
soxe	657.5471600000001
soxf	909.2677100000001
soxg	5177.7610490000025
soxge	380.41530000000006
soxh	762.4572900000002
soxl	27.5898
soxm	0
soxr	170.94477
soxs	1177.9946
soxt	690.43272
soxv	675.8461799999999
soxw	827.0852599999998
soxx	1070.16921
soxy	1079.3468300000002
soxz	664.4471800000001
sp110	0
sp140	0
sp4	0
sp5	0
spa17	0
spa2	0
spac1	0
spac2	0
spaf	0
spag	0
spag1	4.21656
spag16	0
spag17	0
spag6	7.91697
spag7	0
spag8	0
spag9	0
spai	4.71749
spak	0
spam1	0
spanxn5	0
spao	0
spar	30.121570000000002
spas	0
spast	0
spat	2.19242
spata1	0
spata17	0
spata18	0
spata2	0
spata20	41.38919
spata21	0
spata4	0
spata5	4.83261
spata5l1	7.51059
spata6	0
spats1	0
spb1	4.71981
spb4	0
spc24	0
spc25	0
spc3	0
spc98	0
spcs1	0
spcs2	0
spcs3	0
spd	0
spd1	0
spdef	0
spdh	185.90317
spds-1	0
spdyc	0
spe1	0
spe2	0
spe3	0
spe4	7.59909
spe-6	0
spe-8	0
spea	691.39275
speb	4341.941981999998
speb_1	973.6074600000002
speb1	0
speb_2	273.33441999999997
speb2	2350.6942399999994
speb-4	676.2215199999999
spec	65.48057999999999
specc1	0
sped	606.2350799999999
spee	1074.6283500000002
spee1	0
spee2	0
spef	31.90007
spef1	0
spef2	0
speg	1371.05269
speg_2	8.68913
speh	3863.9551699999997
spen	0
spf1	0
spf31	0
spg1	0
spg11	0
spg20	0
spg21	0
spg7	0
sph	0
sphb1	0
sphb2	121.582
sphb3	0
sphk1	0
sphk2	3.86073
sphs	0
sphx	99.7779
spi	0
spia	0
spink1	0
spink12	0
spink2	0
spink4	0
spink5	11.8435
spink7	0
spink9	12.7373
spint1	0
spint2	0
spint3	16.2786
spint4	0
spire1	0
spire2	0
spk1	2280.6197300000003
spka	6.95402
spkd	0
spl	29.94
spl1	38.84905
spl14	0
spla	4.16301
splb	17.58462
spma	139.74689999999998
spmab	0
spmb	17.28357
spn4	0
spna	0
spn-e	0
spns1	0
spns2	0
spns3	0
spo	2.57953
spo0a	0
spo0b	0
spo0f	5.56383
spo0j	1930.2381800000003
spo0m	0
spo1	0
spo11	4.46294
spo11-1	0
spo11-2	4.10649
spo14	0
spo22	0
spo7	0
spocd1	0
spock1	0
spock2	0
spock3	0
spoiiaa	70.33455000000001
spoiiab	0
spoiid	143.59496000000001
spoiie	0
spoiiga	0
spoiiiaa	6.10282
spoiiiae	0
spoiiie	4.13694
spoiiij	0
spoiim2	0
spoiiq	0
spoiva	0
spoivb	0
spoivca	0
spoivfa	380.90995999999996
spoivfb	9.22354
spon1	21.78481
spon2	23.7335
spooj	29.706580000000002
spoom	0
spop	0
spopl	0
spot	5629.67291
spot12	0
spou	4873.624080000001
spou_1	420.22047000000003
spou2	49.61165999999999
spovad	63.26683
spovb	0
spovb1	0
spovd	222.31774
spove	94.41265999999999
spovfa	0
spovfb	0
spovg	0
spovg1	0
spovid	0
spovk	0
spovk_1	9.34775
spovr	71.22283999999999
spovr1	0
spovr2	8.62366
spovs	0
spp1	5.00163
spp2	5.48071
sppa	3998.0584500000004
sppa1	59.52958
sppa2	9.36573
sppb	0
sppc	0
sppd	0
sppf	0
sppg	0
spph	23.3585
sppl1	0
sppl2a	0
sppl2b	0
sppl3	0
sppl4	0
spr	55.811519999999994
spr1	17.288040000000002
spr3	0
spr5	0
spr7	0
spra	2650.2207100000014
sprb	48.92569999999999
sprc	23.2404
sprd	51.7749
spre	1775.2979100000005
spred2	0
sprf	0
spri	32.83455
sprj	4.82147
sprt	2278.34776
sprtn	0
sprx	0
spryd3	0
spryd4	0
spryd7	5.13071
sps	30.03514
sps1	0
sps19	0
sps23	5.99901
spsa	319.9907
spsb	36.96584
spsb1	0
spsb2	0
spsb3	0
spsb4	0
spsc	293.64025
spsd	32.3323
spse	160.51288
spsf	285.25287000000003
spsg	178.39073999999994
spsi	96.23683
spsj	55.18119
spsk	56.216049999999996
spsl	21.99908
spt	181.95812999999998
spt10	0
spt14	0
spt15	0
spt16	0
spt20	0
spt23	0
spt3	0
spt4	1489.938374
spt5	1727.72027
spt6	0
spt7	0
spt8	0
spta1	0
sptan1	0
sptb	0
sptbn1	0
sptbn2	0
sptbn4	0
sptbn5	0
sptf-3	0
sptlc1	0
sptlc2	0
sptlc3	0
spty2d1	0
spua	108.09242
spub	402.0080900000001
spuc	482.22049999999984
spvb	0
spx	0
spx2	0
spx3	0
spx4	0
spxa	98.8997
spxb	10.57605
spy	46.89931
spz	0
spz6	0
sqd	0
sqd1	0
sqd2	0
sqdb	94.04486
sqdc	131.69763999999998
sqdd	0
sqdx	45.0811
sqhc	9.43776
sqle	0
sqor	0
sqr	3.83908
sqrdl	127.6748
sqs1	0
sqstm1	0
sqt1	31.86052
sr30	0
sr45	0
srap	60.763079999999995
srb4	0
srb8	0
srbd1	0
src	0
src1	0
src42a	0
srcap	0
sr-ci	0
srd5a1	470.41628
srd5a2	0
srd5a3	0
srebf2	0
srek1	5.56578
srek1ip1	4.91555
srf	0
srfa	8.69146
srfaa	0
srfab	0
srfac	0
srfb	9.03622
srfc	0
srfd	0
srfj	37.09545
srfj1	0
srfj3	0
srgap1	0
srgap3	0
srk1	0
srka	776.1424100000002
srl	0
srla	330.824
srlb	0
srld	93.01933000000001
srld2	0
srle	330.824
srlm	0
srlm1	0
srlr	14.83108
srm	11.15592
srmb	71.74276
srms	0
srp-1	0
srp101	0
srp14	3.47351
srp19	616.27667
srp40	5.65803
srp43	16.10193
srp54	1598.0182
srp68	4.05498
srp72	10.390350000000002
srp9	0
srpa	0
srpb	0
srpc_1	0
srpc_2	0
srph	42.36425
srpi	5.92575
srpk1	0
srpk2	0
srpk3	0
srpl	0
srpn10	0
srpn12	0
srpn3	0
srpn7	0
srpr	0
srprb	0
srpx2	0
srr	9.42273
srr1	0
srra	53.048159999999996
srra1	3.77905
srra_2	0
srra3	0
srra_6	0
srrb	34.982890000000005
srrd	5.47821
srrm1	0
srrm2	0
srrm5	0
srrt	0
srs2	5.68219
srsb	0
srsc	6.91121
srsf1	2.42765
srsf10	0
srsf11	0
srsf12	0
srsf2	0
srsf3	0
srsf4	0
srsf5	0
srsf6	0
srsf7	0
srsf9	0
srt1	0
srt2	0
srta	79.67520999999999
srtb	7.82041
srtc1	0
srtd	0
srtn	87.54773
srv2	0
ss1	0
ss18l1	0
ss18l2	0
ss2	0
ssa1	0
ssa2	13.286760000000001
ssa3	0
ssad	0
ssag	0
ssaj	0
ssal	0
ssan	0
ssar	0
ssau	0
ssav	0
ssb	10247.745889999993
ssb_1	18.966
ssb1	852.7836000000001
ssb-2	0
ssb2	0
ssb3	0
ssbb	0
ssb-c31a	0
ssbp1	0
ssbp4	0
ssc1	0
ssc4d	0
ssc5d	0
sscb	31.05414
ssd1	24.7526
ssda	1741.5398499999994
sse1	0
ssea	4467.599110000002
ssea2	88.40434
sseb	7.65112
ssec	0
ssed	0
ssef	0
ssf	0
ssf1	0
ssg	4.84331
ssgb	0
ssh1	0
ssh2	0
ssh3	0
ssi2	0
ssia	0
ssie	0
ssiia	3.23484
ssiib	0
ssiiic	5.99848
ssiv	0
ssk2	1.00194
ssl-1	0
ssl2	3.75187
ssm	0
ssn3	0
ssn6	0
ssn8	0
ssna	55.32901
ssna1	0
sspa	2406.7634800000005
sspb	1405.67221
sspf	0
sspi	0
sspo	29.05667
ssr1	0
ssr2	0
ssr3	0
ssra	77.45189
ssrb	0
ssrp1	8.08646
sss1	5.34347
sssca1	0
sst2	0
sstr1	0
sstr2	0
sstr3	0
sstr4	0
sstr5	0
sstt	64.14032
ssu1	0
ssu72	0
ssua	10.1043
ssua1	0
ssua_3	0
ssua3	0
ssub	55.009420000000006
ssub_1	0
ssub1	0
ssub_2	0
ssub2	0
ssuc	35.13096
ssuc_1	0
ssuc_2	0
ssuc3	0
ssud	951.8078800000002
ssud1	25.0039
ssud_2	28.713810000000002
ssue	209.34165
ssue1	51.93057
ssuf	0
ssuh2	0
ssx	3.45833
ssx1	0
ssx2ip	0
ssz1	0
st	0
st1	0
st13	3.59712
st14	42.951
st18	0
st2	0
st3	0
st3gal1	0
st3gal2	0
st3gal3	0
st3gal4	0
st3gal5	3.48194
st3gal6	0
st3gal8	0
st5	0
st6gal1	0
st6gal2	11.91883
st6galnac1	0
st6galnac2	0
st6galnac3	0
st6galnac4	0
st6galnac5	0
st6galnac6	0
st7	0
st7l	0
st8sia1	0
st8sia2	0
st8sia3	0
st8sia4	0
st8sia6	0
sta-1	0
sta-2	0
stab1	0
stab2	19.81673
stac	0
stac3	0
stad	0
stag1	0
stag2	0
stag3	4.69784
stam2	0
stambp	0
stambpl1	0
stap	11.8218
star	0
stard10	0
stard3	0
stard5	0
stard6	0
stard7	0
stard8	0
stard9	4.29739
stat1	0
stat2	0
stat5a	0
stat5b	0
stat6	0
stau1	0
stau2	0
stb5	0
stbc	0
stbd	12.2555
stbd1	0
stbe	0
stc	2080.3642499999996
stc1	0
stc2	0
stcd	836.9347500000002
ste11	6.05172
ste13	0
ste14	46.10129
ste2	0
ste20	0
ste23	14.8969
ste24	0
ste3	0
ste4	0
ste7	0
steap1	0
steap2	0
steap3	0
steap4	0
stet	433.20805
stf0	13.8504
stf2	0
stfr	0
sth1	0
stha	596.4283699999999
sthim	12.0035
sthir	9.09981
sti1	39.85975
stil	0
stim1	0
stim2	0
stip	0
stip1	76.78891
stk1	22.97429
stk10	0
stk11	0
stk11ip	0
stk16	0
stk17a	0
stk17b	0
stk19	0
stk24	0
stk25	0
stk26	0
stk3	0
stk31	0
stk32a	0
stk32b	0
stk32c	0
stk33	0
stk35	0
stk36	0
stk38	0
stk38l	0
stk39	5.25898
stk4	7.94444
stk40	0
stkld1	0
stkp	0
stky	0
stl1	0
stm	0
stm2426	3.1038
stnb	0
stoa	34.28195
stom	0
stoml1	0
stoml2	51.62296
ston1	0
ston2	0
stox2	0
stp	1151.1980399999998
stp_1	0
stp1	2.5852
stp_2	0
stp22	0
stpa	44.736459999999994
stpg1	0
stpg2	0
stpk	0
str	0
str2	19.68084
str3	4.71658
stra	0
stra13	0
stra6	0
strada	0
strap	5.44039
strb	19.09948
strb1	163.65465999999995
strb2	0
strd	0
stre	5.26212
strg	45.661100000000005
strh	0
strip1	0
strip2	0
strk	0
strn	21.83333
strn3	0
strn4	0
stro	0
strs	26.25678
strt	121.77202000000001
stru	632.9857000000001
sts	53.768829999999994
stsa	0
stsb	0
stsc	0
stsg	0
stt3	103.11858000000001
stt3a	8.91195
stt3b	9.8943
stt4	0
stu1	0
stua	0
stub1	0
stuc	0
stv1	4.53473
stv3	0
stx10	0
stx11	0
stx12	0
stx16	5.5
stx17	0
stx18	2.30534
stx19	0
stx1a	0
stx1b	0
stx2	0
stx3	0
stx4	0
stx5	3.6532
stx6	0
stx7	0
stx8	0
stxbp1	0
stxbp2	0
stxbp3	0
stxbp4	0
stxbp5	0
sty1335	0
sty2074	0
stya	0
styk1	0
stys	0
styx	0
styxl1	0
sua	60.646100000000004
sua5	3995.999740000001
sua7	8.39002
sub1	15.8813
sub2	0
sub4	0
sub7	0
sub8	0
sub9	0
subi	0
suc1	6.89524
suc2	0
suca	9614.63507
sucb	9458.235500000003
succ	12133.321709999997
sucd	12797.529419999984
sucla2	2.83894
suclg1	15.5391
suclg2	0
suco	0
sucr	0
sudb	0
suds3	0
sufa	2454.4016299999994
sufb	7432.5615
sufb1	119.811
sufb2	0
sufc	9003.59785
sufd	9060.125140000006
sufe	5921.68354
sufi	0
sufr	58.10193
sufs	8775.095450000003
sufs1	43.27806
sufs2	60.07471
suft	212.62473000000003
sufu	10.50207
sug	0
suga	61.888
suga_2	6.34205
sugb	0
sugc	13.92897
sugct	20.11405
sugd	0
suge	54.610510000000005
suge_1	0
sugi	0
sugp1	0
sugp2	0
sugr	0
sugt1	112.2394
su(h)	0
suh	0
suhb	7920.344609999996
suhb1	0
suhb_2	0
suhb2	1551.13196
suhb3	0
suhr	0
su(hw)	0
sui1	132.13113
sui2	0
sui3	0
suk	0
sul-2	0
sul2	0
sul-3	0
sula	54.987280000000005
sulf1	16.1623
sulf2	7.42857
sulp	304.85350000000005
sulp_1	0
sulp-6	0
sulp-7	0
sult1a1	0
sult1a4	10.1353
sult1b1	6.09107
sult1c2	0
sult1c3	8.74336
sult1c4	0
sult1e1	0
sult2a1	4.68319
sult2b1	7.34254
